id,coder,sample,variable,text,name
414,Coder 2,1,oa,"Participants were asked to rate how positive they felt towards non-disabled people using a response scale ranging from 0° (extremely unfavourable) to100° (extremely favourable), with higher scores indicating more positive attitudes.",Outgroup attitudes
423,Coder 1,1,cq,"More important, we also added previous contact with British people as a covariate, using a single item: “Generally speaking, in your everyday life how much contact do you have with British people?”; measured from 1 (not at all) to 7 (a lot).",Contact quantity
423,Coder 1,1,gd,"Perceived discrimination. Perceived discrimination was measured by a four-item scale previously used by Verkuyten and Yildiz (2006). Example items were: “Discrimination against minorities has increased in recent times” and “In general, minorities are treated unequally in British society.” The scale had good reliability (.87).",Group discrimination
423,Coder 1,2,cq,We further included previous contact ... (see Study 1) as covariates,Contact quantity
423,Coder 1,2,gd,"Perceived discrimination was measured by four items and assessed the extent to which participants felt discrimination in the society (see Study 1, .93).",Group discrimination
423,Coder 1,3,cq,"As in Study 2, language proficiency, direct contact, and interest in task were used as covariates.",Contact quantity
423,Coder 1,3,gd,The same measures as in Study 2 were used. The reliabilities for the main scales were satisfactory (’s ranging between .73 and .91).,Group discrimination
446,Coder 1,1,cf,"The number of ethnic outgroup friends was measured with a single question. The participants were asked whether their best friends are of the same ethnic group as themselves. There were seven response categories ranging from ‘Yes, all of them’ (1) to ‘No, almost none’ (7).",Cross-group friendship
446,Coder 1,1,gd,"Perceived structural discrimination was measured with four questions on scales ranging from 1 (‘No, certainly not’) to 5 (‘‘Yes, certainly). The questions were, ‘The police always focus on ethnic minorities first when something wrong happens’, ‘Ethnic minorities always have to wait longer then the Dutch when they need something from the government’, ‘When, economically, things get worse for a company, ethnic minorities rather than the Dutch are the first to be laid off’, and ‘At schools, ethnic minorities are treated more harshly compared to the Dutch’. For the total sample, Cronbach’s alpha was .76. For the Dutch alpha was .75, and for the Turks/Moroccans it was .74.",Group discrimination
446,Coder 1,1,gi,"Ingroup identification was assessed by means of eight items presented immediately after the participants indicated their ethnic group membership on the questionnaire. The items measure the importance attached to one’s ethnic background and are similar to items on Phinney’s (1992) Multigroup Ethnic Identity Measure. The items (four were negatively keyed) were measured on scales ranging from 1 (disagree strongly) to 7 (agree strongly). Three sample items are ‘I feel a strong attachment to my ethnic group’, ‘I like being a member of my ethnic group’, and ‘I have a strong sense of belonging to my ethnic group’. Cronbach’s alpha was .85 for the sample, .82 for the Dutch, and .83 for the Turks/Moroccans.",Group identificaiton
446,Coder 1,2,cf,The number of outgroup friends was measured with the same single question as in Study 1.,Cross-group friendship
446,Coder 1,2,gd,"Perceived structural discrimination was also measured in the same way as in Study 1. The four questions formed a reliable scale with an alpha of .76. For the Dutch sample, Cronbach’s alpha was .70, and for the Turks/Moroccans it was .72.",Group discrimination
446,Coder 1,2,gi,"Ingroup identification was assessed by the same eight items as in Study 1. The scales ranged from 1 (disagree strongly) to 7 (agree strongly) and Cronbach’s alpha was .89 for the sample, .86 for the Dutch, and .91 for the Turks/Moroccans.",Group identificaiton
480,Coder 2,1,pc,"The measurement of contact experiences interethnic was carried out on the basis of the Scale of Contact developed by van Dick and Wagner (1995) and some items developed especially for the context Costa Rican. The scale is composed of nine items, six of them access the contact frequency interethnic in various areas of the daily life of young people (e.g., in the neighborhood, at school, in the circle of friends), while the remaining three ask about the general frequency of inter-ethnic contact, intensity and the importance attributed to this type of contact (e.g., How important is it for you to have contact with people from other ethnic groups?). As mentioned Previously, this scale has a response range of 1 (not frequent / intense / important) to 4 (very frequent / intense / important). The Cronbach alphas of the scale are .83 and .86 for the Afro-Costa Rican and mestizo group respectively",Contact quality / Positive contact
