id,sample,var,variable,name,text,ic_direct,ic_quality,pi_personal,pi_specific
789,1,ic,ic,Intergroup contact (other),"We employed a quasi-experimental design. MME participants were 153 Jews and 162 Palestinians, all residents of Israel. Each participant took part in one of eight 2-day encounters for high school students, conducted by Givat Haviva Institute between November 2010 and March 2011. All encounters were similarly structured, with activities shifting the emphasis from interpersonal to intergroup exchanges. The latter often included intense political dialogues on intrastate power disparities, conflict-related affairs, and national–historical narratives. An additional 64 Jews and 119 Palestinians served as the comparison group (total N  498). However, students were not randomly assigned to the two conditions. Encounter participants from both national groups either volunteered or were selected to take part in the workshops by their respective schools; nonparticipants either chose not to attend or were not assigned by their schools (the selection method varied across schools). Evidently, this resulted in high likelihood for selection bias.  Respondents in the comparison condition did not attend any relevant school-setting intervention, and were examined in parallel to the MMEs. All students received anonymous self-report questionnaires in Hebrew (for Jews) and Arabic (for Palestinians) measuring mediating and outcome variables roughly 2 weeks before (pretest) and immediately after (posttest) the encounter. All questionnaires contained additional measures not reported in this paper.",Directly,No,NA,NA
789,1,pi,gd,Group discrimination,"A 4-item scale for perceived equality was constructed using items from Smooha (2005; sample item: “There is no discrimination against the Arab minority in Israel”). Reliability indices were borderline ( between .58 and .71). To improve reliability, a reverse-worded item (“A Jewish citizen in Israel has more rights than an Arab citizen”) was removed, and an average score was computed using the remaining three items (Jews,pre  .73, Palestinians,pre  .66, Jews,post  .77, Palestinians,post  .72).",NA,NA,Group,General
789,1,pi,pi,Perceived injustice (other),"A measure of perceived threat for Israeli Jews was taken from Sullivan, Shamir, Walsh, and Roberts (1985), and a parallel measure for Palestinians was created based on three items from Smooha (2005). Jews rated the extent to which they agreed that Arab citizens of Israel endanger “Israel’s security,” “Israel’s Jewish character”, and “Israeli democracy” (pre  .82, post  .75). Palestinians rated the extent to which they feared “severe infringement of the rights of Arab citizens,” “state violence against Arabs,” and “population transfer (mass expulsion) of some Arab citizens” (pre  .82, post  .79).",NA,NA,Group,General
803,1,ic,cq,Contact quantity,"Anglo contact was measured in a generalized rather than situationally specific manner by asking respondents how much contact they usually have with Anglos, ""a lot,"" ""some,"" ""a little,"" or ""none.""  ... A high on these three contact measures reflects frequent interaction,a low score little or no interaction.",Directly,No,NA,NA
803,1,pi,ld,(Il-)legitimacy of discrimination,"Illegitimacy of Subordination examined beliefs about the validity of status differentials between Mexican-origin persons and Anglos. This index assessed awareness of discrimination against of Mexican descent in schools, work and industry, public agencies, and interactions with the police. A high score indicates awareness Of discrimination, hence the perception that group subordination was illegitimate.",NA,NA,Group,General
813,2,ic,ic,Intergroup contact (other),Contact was assessed with two items: ‘‘With how many Jews are you personally acquainted today?’’ and ‘‘How many Jewish friends do you have today?’’ (r 5 .67). Responses ranged from 1 (none) to 8 (more than 10).,Directly,Yes,NA,NA
813,2,pi,ld,(Il-)legitimacy of discrimination,Attention to illegitimate aspects of the inequality was assessed with one item: ‘‘To what extent would you consider the inequality between the groups as just?’’ (reverse-scored),NA,NA,Group,General
823,1,ic,cq,Contact quantity,"This variable measures the frequency of involvement with U.S. students in five social activities, such as going to movies and eating together. Higher scores indicate greater involvement (alpha = .82).",Directly,No,NA,NA
823,1,pi,pd,Personal discrimination,This variable is measured by students' indicating whether they have ever experienced discrimination because of their nationality while in the U.S. Higher scores indicate less discrimination.,NA,NA,Personal,General
829,1,ic,cq,Contact quantity,"Ethnic peer contact: The scale (4 items) assessed the frequency of interaction with peers from ones own ethnic group and from the national group, respectively. A sample question is: ‘‘How often do you spend free time with peers from your own ethnocultural group?’’ Cronbach alpha was .77. Response options ranged from ‘‘never’’ (1) to ‘‘weekly’’ (5). It was specifically developed for the ICSEY-study.",Indirectly,No,NA,NA
829,1,pi,pd,Personal discrimination,"Perceived discrimination: This scale was developed for the ICSEY-study and assessed the perceived frequency of being treated unfairly or negatively, being teased, being threatened, or feeling unaccepted because of one’s ethnicity (e.g., ‘‘I have been teased or insulted because of my ethnic background’’) (9 items, Cronbach alpha .84). Response options ranged from ‘‘strongly disagree’’ (1) to ‘‘strongly agree’’ (5).",NA,NA,Personal,Specific
