coder,id,var,text,name,outgroup,ic_quality
Coder 1,830,cf,"Co-ethnic friendship     Friends’ ethnic composition was also assessed in both the KAF and CCF datasets. In the  KAF dataset, KA youth were asked how many Korean, Chinese, Vietnamese, Filipino, other  Asian, White, Hispanic, and others (excluding Asian) they considered to be their close friends. In  the CCF data, the two relevant items were “Thinking about all of your friends, about what percentage of your friends are Vietnamese/Cambodian?” and “What is the ethnicity of the rest of  your friends?” The first question in the CCF dataset used the following scale: (1) none (0%), (2)  a few (1%–25%), (3) some (26%–50%), (4) quite a few (51%–75%), and (5) a lot (76%–100%).  The question asking for the percentage of co-ethnic friends was used in this study in order to  consider how many co-ethnic friends respondents had, compared to friends from other ethnic  groups. The question in the KAF dataset was recoded to be comparable with CCF data: (1) 0%,  (2) 1%–25%, (3) 26%–50%, (4) 51%–75%, and (5) 76%–100%.",Cross-group friendship,White Americans,No
Coder 2,830,cf,"Co-ethnic friendship     Friends’ ethnic composition was also assessed in both the KAF and CCF datasets. In the  KAF dataset, KA youth were asked how many Korean, Chinese, Vietnamese, Filipino, other  Asian, White, Hispanic, and others (excluding Asian) they considered to be their close friends. In  the CCF data, the two relevant items were “Thinking about all of your friends, about what percentage of your friends are Vietnamese/Cambodian?” and “What is the ethnicity of the rest of  your friends?” The first question in the CCF dataset used the following scale: (1) none (0%), (2)  a few (1%–25%), (3) some (26%–50%), (4) quite a few (51%–75%), and (5) a lot (76%–100%).  The question asking for the percentage of co-ethnic friends was used in this study in order to  consider how many co-ethnic friends respondents had, compared to friends from other ethnic  groups. The question in the KAF dataset was recoded to be comparable with CCF data: (1) 0%,  (2) 1%–25%, (3) 26%–50%, (4) 51%–75%, and (5) 76%–100%.",Cross-group friendship,White Americans,No
Coder 1,830,cf,"Co-ethnic friendship     Friends’ ethnic composition was also assessed in both the KAF and CCF datasets. In the KAF dataset, KA youth were asked how many Korean, Chinese, Vietnamese, Filipino, other Asian, White, Hispanic, and others (excluding Asian) they considered to be their close friends. In the CCF data, the two relevant items were “Thinking about all of your friends, about what percentage of your friends are Vietnamese/Cambodian?” and “What is the ethnicity of the rest of your friends?” The first question in the CCF dataset used the following scale: (1) none (0%), (2) a few (1%–25%), (3) some (26%–50%), (4) quite a few (51%–75%), and (5) a lot (76%–100%). The question asking for the percentage of co-ethnic friends was used in this study in order to consider how many co-ethnic friends respondents had, compared to friends from other ethnic groups. The question in the KAF dataset was recoded to be comparable with CCF data: (1) 0%, (2) 1%–25%, (3) 26%–50%, (4) 51%–75%, and (5) 76%–100%.",Cross-group friendship,White Americans,No
Coder 2,830,cf,"Co-ethnic friendship     Friends’ ethnic composition was also assessed in both the KAF and CCF datasets. In the KAF dataset, KA youth were asked how many Korean, Chinese, Vietnamese, Filipino, other Asian, White, Hispanic, and others (excluding Asian) they considered to be their close friends. In the CCF data, the two relevant items were “Thinking about all of your friends, about what percentage of your friends are Vietnamese/Cambodian?” and “What is the ethnicity of the rest of your friends?” The first question in the CCF dataset used the following scale: (1) none (0%), (2) a few (1%–25%), (3) some (26%–50%), (4) quite a few (51%–75%), and (5) a lot (76%–100%). The question asking for the percentage of co-ethnic friends was used in this study in order to consider how many co-ethnic friends respondents had, compared to friends from other ethnic groups. The question in the KAF dataset was recoded to be comparable with CCF data: (1) 0%, (2) 1%–25%, (3) 26%–50%, (4) 51%–75%, and (5) 76%–100%.",Cross-group friendship,White Americans,No
Coder 1,856,cq,"Frequency of outgroup contact was measured as contact with Macedonians for the Roma sample and contact with Roma for the non‐Roma sample. Participants indicated on a scale from 0 (never) to 6 (every day) how often they actively interacted with Macedonians and the Roma in four different settings: at school; in the neighbourhood; at clubs, associations, and courses outside of school; and on the Internet. The four items formed a reliable scale for the Roma (α = .75) and the non‐Roma (α = .84).",Contact quantity,Macedonians,No
Coder 2,856,cq,"Frequency of outgroup contact was measured as contact with Macedonians for the Roma sample and contact with Roma for the non‐Roma sample. Participants indicated on a scale from 0 (never) to 6 (every day) how often they actively interacted with Macedonians and the Roma in four different settings: at school; in the neighbourhood; at clubs, associations, and courses outside of school; and on the Internet. The four items formed a reliable scale for the Roma (α = .75) and the non‐Roma (α = .84).",Contact quantity,Macedonians,No
Coder 1,856,pc,"Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.",Contact quality / Positive contact,Macedonians,Yes
Coder 2,856,pc,"Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.",Contact quality / Positive contact,Macedonians,Yes
Coder 1,893,oc,"Perceived ingroup density was assessed by measuring perceptions of the degree of out-group clustering in the participant’s neighbourhood. The questions were: 1) How many of your close neighbours are of a different religion to you / are from the other community? 2) In the area where you live, how many of the people do you think are of a different religion to you? / from the other community? 3) How often do you see members of the other community in this area? In addition, respondents were asked to guess the percentage of Protestants and Catholics living in their local area. This was measured on a continuous scale (range 0- 100%). Responses were then categorised as 0-25%, 26-50%, 51-75%, and 76-100%. Following confirmatory factor analysis using LISREL 8.7, all four items were treated as ordinal and summated to form a quasi-interval perceived ethnic density score where a high score indicated a high level of in-group density.",Opportunity for contact,Protestants,No
Coder 2,893,oc,"Perceived ingroup density was assessed by measuring perceptions of the degree of out-group clustering in the participant’s neighbourhood. The questions were: 1) How many of your close neighbours are of a different religion to you / are from the other community? 2) In the area where you live, how many of the people do you think are of a different religion to you? / from the other community? 3) How often do you see members of the other community in this area? In addition, respondents were asked to guess the percentage of Protestants and Catholics living in their local area. This was measured on a continuous scale (range 0- 100%). Responses were then categorised as 0-25%, 26-50%, 51-75%, and 76-100%. Following confirmatory factor analysis using LISREL 8.7, all four items were treated as ordinal and summated to form a quasi-interval perceived ethnic density score where a high score indicated a high level of in-group density.",Opportunity for contact,Protestants,No
Coder 1,894,oc,same as sample 1,Opportunity for contact,White Americans,No
Coder 2,894,oc,same as sample 1,Opportunity for contact,White Americans,No
Coder 1,894,oc,"Two items provided an index of the likelihood of a history of contact with Whites and other racial/ethnic minorities in their home communities. These items asked for the approximate percentage of similar racial/ethnic minorities in their grade school and neighborhood in which they were raised. These were closed-ended questions with only four options: 50-100%, 25-49%, 5-24%, and 0-4%. Higher scores indicated an increased likelihood for intergroup contact.",Opportunity for contact,White Americans,No
Coder 2,894,oc,"Two items provided an index of the likelihood of a history of contact with Whites and other racial/ethnic minorities in their home communities. These items asked for the approximate percentage of similar racial/ethnic minorities in their grade school and neighborhood in which they were raised. These were closed-ended questions with only four options: 50-100%, 25-49%, 5-24%, and 0-4%. Higher scores indicated an increased likelihood for intergroup contact.",Opportunity for contact,White Americans,No
Coder 1,91,pc,"Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).",Contact quality / Positive contact,Domestic students,Yes
Coder 2,91,pc,"Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).",Contact quality / Positive contact,Domestic students,Yes
Coder 1,93,cq,"Intergroup contact with other disadvantaged groups was measured by three items: ‘How often do you spend time with disadvantaged people at the university campus?’, ‘How often do you spend time with disadvantaged people at social activities?’, ‘How regularly do you have interactions with disadvantaged people as part of the same sports team/social club/campus society?’ (α=.88). We used the same items to measure contact with ‘high status’ Hindu group members (α=.84).",Contact quantity,Hindus,No
Coder 2,93,cq,"Intergroup contact with other disadvantaged groups was measured by three items: ‘How often do you spend time with disadvantaged people at the university campus?’, ‘How often do you spend time with disadvantaged people at social activities?’, ‘How regularly do you have interactions with disadvantaged people as part of the same sports team/social club/campus society?’ (α=.88). We used the same items to measure contact with ‘high status’ Hindu group members (α=.84).",Contact quantity,Hindus,No
Coder 1,933,cf,"Respondents provided yes or no responses to two items regarding interracial contact. As a general contact measure, participants first indicated whether they “now have contact or not with a person who is (white/black).” As a measure of close contact, only those respondents who reported having contact then indicated whether they “have contact with a (white/black) as a good friend.”",Cross-group friendship,White Americans,Yes
Coder 2,933,cf,"Respondents provided yes or no responses to two items regarding interracial contact. As a general contact measure, participants first indicated whether they “now have contact or not with a person who is (white/black).” As a measure of close contact, only those respondents who reported having contact then indicated whether they “have contact with a (white/black) as a good friend.”",Cross-group friendship,White Americans,Yes
Coder 1,956,pc,"Intergroup contact was measured as how often, from 1 = never to 5 = very often, respondents had a variety of positive and negative experiences with [non-]heterosexual people (Fell et al., 2016; Stephan et al., 2002). Negative contact (α1a = .81, α1b = .70) was measured using five items: being verbally abused, intimidated, threatened with harm, ridiculed, and made to feel unwanted. Positive contact (α1a = .75, α1b = .85) was measured using five items: being supported, helped, complimented, befriended, and made to feel welcome.",Contact quality / Positive contact,Heterosexual people,Yes
Coder 2,956,pc,"Intergroup contact was measured as how often, from 1 = never to 5 = very often, respondents had a variety of positive and negative experiences with [non-]heterosexual people (Fell et al., 2016; Stephan et al., 2002). Negative contact (α1a = .81, α1b = .70) was measured using five items: being verbally abused, intimidated, threatened with harm, ridiculed, and made to feel unwanted. Positive contact (α1a = .75, α1b = .85) was measured using five items: being supported, helped, complimented, befriended, and made to feel welcome.",Contact quality / Positive contact,Heterosexual people,Yes
Coder 1,956,pc,"Positive and negative contact with heterosexual and/or cisgender people, perceived personal and group discrimination against LGB+ people and/or transgender people were measured with the same scales as in Study 1.",Contact quality / Positive contact,Heterosexual/cisgender people,Yes
Coder 2,956,pc,"Positive and negative contact with heterosexual and/or cisgender people, perceived personal and group discrimination against LGB+ people and/or transgender people were measured with the same scales as in Study 1.",Contact quality / Positive contact,Heterosexual/cisgender people,Yes
